Loudspeaker	GPRS	WLAN	Dimensions	Price group	2G Network	Battery life	Multitouch	Camera	Audio quality	Stand-by	GPU	Java	Type	CPU	SIM	USB	Status	Company	Chipset	Protection	Announced	Video	Sensors	GPS	Secondary	Card slot	EDGE	Talk time	4G Network	jack	Messaging	Display	Browser	Alert types	Weight	Speed	Image	Primary	3G Network	Bluetooth	Colors	Internal	Radio	Music play	OS	Brand	Size	segment
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	103 x 53 x 13.3 mm (4.06 x 2.09 x 0.52 in)	100	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	260	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, microUSB v2.0	Discontinued	Motorola	No	No	2007, May	Yes, QCIF	No	No	No	microSD	Class 12	3	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera 8)	Vibration; Downloadable polyphonic, MP3 ringtones	125 g (4.41 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-razr2_v9.gif	2 MP, 1600x1200 pixels	HSDPA 2100 	Yes, v2.0 with A2DP	&nbsp;	45 MB	No	No	No	RAZR2 V9	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Voice 66dB / Noise 65dB / Ring 81dB	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	103 x 53 x 11.9 mm (4.06 x 2.09 x 0.47 in)	120	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	330	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, microUSB v2.0	Discontinued	Motorola	No	No	2007, May	Yes, QCIF	No	No	No	No	Class 12	7	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera 8.5)	Vibration; Downloadable polyphonic, MP3 ringtones	117 g (4.13 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-razr2_v8.gif	2 MP, 1600x1200 pixels	No	Yes, v2.0 with A2DP	Dark Pearl Gray	2 GB	No	No	Linux / Java-based MOTOMAGX	RAZR2 V8	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	99 x 46 x 17.5 mm, 70 cc (3.90 x 1.81 x 0.69 in)	100	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	340	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v1.1	Discontinued	Motorola	No	No	2007, September	Yes	No	No	No	microSD, up to 2 GB	Class 10, 236.8 kbps	7	No	No	SMS, EMS, MMS	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w5.jpg	1.3 MP, 1280 x 1024 pixels	No	Yes, v1.2 with A2DP	Dark Pearl Gray	20 MB	No	No	No	ROKR W5	176 x 220 pixels, 1.9 inches (~148 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	98.8 x 48 x 17.3 mm (3.89 x 1.89 x 0.68 in)	50	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	miniUSB	Discontinued	Motorola	No	No	2007, September. Released October	Yes	No	No	No	microSD, up to 2 GB	No	7	No	No	SMS, MMS, Email	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3, AAC, MIDI ringtones	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w490.jpg	1.3 MP, 1280 x 1024 pixels	No	Yes, v2.0 with A2DP	Black, Purple, Green	5 MB	No	No	No	W490	176 x 220 pixels, 1.9 inches (~148 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	99 x 45 x 18.1 mm (3.90 x 1.77 x 0.71 in)	80	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.0	TFT, 65K colors	No	Mini-SIM	Yes, v2.0	Discontinued	Motorola	No	No	2007, March. Released 2008	Yes	No	No	No	microSD	No	8	No	No	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3, AAC ringtones	97 g (3.42 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w395.gif	1.3 MP, 1280 x 1024 pixels	No	Yes, v2.0	&nbsp;	5 MB	No	No	No	W395	128 x 160 pixels	low_end
Yes	Yes	No	99 x 45 x 18.2 mm (3.90 x 1.77 x 0.72 in)	80	GSM 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.0	TFT, 65K colors	No	Mini-SIM	Yes, v2.0	Discontinued	Motorola	No	No	2007, March. Released 2008	Yes	No	No	No	No	No	8	No	No	SMS, EMS, MMS, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3, AAC ringtones	97 g (3.42 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w380.gif	VGA, 640x480 pixels	No	No	&nbsp;	7 MB	FM radio	No	No	W380	128 x 160 pixels	low_end
Yes	No	No	113 x 47 x 11.9 mm, 65 cc (4.45 x 1.85 x 0.47 in)	60	GSM 900 / 1800 	No	No	No	No	300	No	Yes	TFT, 65K colors	No	Mini-SIM	Yes, v1.1	Discontinued	Motorola	No	No	2007, March	No	No	No	No	No	No	7	No	No	SMS, EMS, MMS	No	WAP 2.0/xHTML	Vibration; Polyphonic, MP3 ringtones	98 g (3.46 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w360.gif	VGA, 640x480 pixels	No	No	&nbsp;	5 MB	FM radio	No	No	W360	128 x 160 pixels, 1.6 inches (~128 ppi pixel density)	low_end
Yes	No	No	109 x 45 x 15 mm (4.29 x 1.77 x 0.59 in)	30	GSM 900 / 1800 	No	No	No	No	300	No	No	TFT, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2007, March	No	No	No	No	No	No	7	No	No	SMS	No	No	Vibration; Polyphonic ringtones	78 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w218.gif	VGA, 640x480 pixels	No	No	&nbsp;	500 KB	Stereo FM radio	No	No	W218	128 x 128 pixels, 1.6 inches (~113 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	109 x 50 x 15 mm, 77 cc (4.29 x 1.97 x 0.59 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	380	PowerVR MBX	Yes, MIDP 2.0	TFT, 16M colors	300 MHz  ARM 1136	Mini-SIM	Yes, v2.0 miniUSB	Discontinued	Motorola	TI OMAP 2420	No	2007, February	Yes, QVGA	No	No	VGA videocall camera	microSD	Class 10, 236.8 kbps	5	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	112 g (3.95 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-z8.gif	2 MP, 1600x1200 pixels, LED flash	HSDPA 2100 	Yes, v2.0 with A2DP	Black	77 MB	No	No	Symbian OS v9.2, UIQ 3.1	RIZR Z8	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	mid_range
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	103 x 42.3 x 16.3 mm, 63 cc (4.06 x 1.67 x 0.64 in)	80	GSM 900 / 1800 / 1900 	No	No	No	No	340	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2007, February	Yes, QCIF	No	No	VGA videocall camera	microSD	Yes	3	No	No	SMS, EMS, MMS, Email	No	HTML(Opera 8.0)	Vibration; Downloadable polyphonic, MP3 ringtones	110 g (3.88 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-k3.gif	2 MP, 1600x1200 pixels	HSDPA 2100 	Yes, v2.0 with A2DP	Dark Pearl Gray, Stone Gray	50 MB	No	No	No	KRZR K3	240 x 320 pixels, 2.0 inches, 31 x 41 mm (~200 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	113 x 49 x 11.5 mm, 59 cc (4.45 x 1.93 x 0.45 in)	70	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v1.1 miniUSB	Discontinued	Motorola	No	No	2007, February	Yes, CIF	No	No	No	microSD	Class 10, 236.8 kbps	4	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	96 g (3.39 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-l9.gif	2 MP, 1600x1200 pixels	No	Yes, v2.0 with A2DP	&nbsp;	20 MB	Stereo FM radio with RDS	No	No	SLVR L9	176 x 220 pixels, 1.9 inches (~148 ppi pixel density)	low_end
Yes, with stereo speakers	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	118 x 67 x 11.8 mm, 85 cc (4.65 x 2.64 x 0.46 in)	70	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	480	No	Yes, MIDP 2.0	TFT, 65k colors	325 MHz	Mini-SIM	Yes, microUSB v2.0	Discontinued	Motorola	No	No	2007, February	Yes, 30fps	No	Yes (Q 9h global only)	No	microSD, up to 8 GB	Class 12, 296 / 177.6 kbits	6	No	No	SMS, MMS, Email, Instant Messaging	No	HTML (Opera)	Vibration; Polyphonic, MP3 ringtones	134 g (4.73 oz)	HSDPA, 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-q_q9.gif	2 MP, 1600x1200 pixels, LED flash	HSDPA 2100 - Q 9h	Yes, v2.0 with A2DP	Silver, Black	96 MB RAM, 256 MB ROM	No	No	Microsoft Windows Mobile 6.0 Standard	Q 9h	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Yes, with stereo speakers	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	116 x 64 x 11.5 mm, 85 cc (4.57 x 2.52 x 0.45 in)	150	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	240	No	No	TFT, 65k colors	32-bit Intel XScale PXA270 312MHz	Mini-SIM	Yes, v1.1 miniUSB	Discontinued	Motorola	No	No	2005, July	Yes	No	No	No	miniSDIO, 128 MB included	Class 10, 236.8 kbps	5	No	No	SMS, MMS, Email	No	HTML (Pocket IE)	Vibration; Downloadable polyphonic ringtones	115 g (4.06 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-q.gif	1.3 MP, 1280x960 pixels, LED flash	No	Yes, v1.2	Silver, Black	40 MB	No	No	Microsoft Windows Mobile 6.0 Standard Edition	Q8	320 x 240 pixels, 2.4 inches, 36 x 48 mm (~167 ppi pixel density)	mid_range
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	99 x 46 x 17.5 mm, 70 cc (3.90 x 1.81 x 0.69 in)	50	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v1.1 miniUSB	Discontinued	Motorola	No	No	2007, February	Yes	No	No	No	microSD	Class 12	7	No	No	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w510.gif	1.3 MP, 1280 x 1024 pixels	No	Yes, v2.0 with A2DP	Dark Pearl Gray	20 MB	No	No	No	W510	176 x 220 pixels, 1.9 inches (~148 ppi pixel density)	low_end
Yes	No	No	108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)	40	GSM 900 / 1800 	No	No	No	No	300	No	No	TFT, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2007, February. Released 2008, January	Yes	No	No	No	No	No	7	No	No	SMS	No	No	Vibration; Polyphonic ringtones, composer	78 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w215.gif	VGA, 640x480 pixels	No	No	&nbsp;	1 MB	FM radio	No	No	W215	128 x 128 pixels	low_end
Yes	No	No	108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)	30	GSM 900 / 1800 	No	No	No	No	300	No	No	CSTN, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2007, February	No	No	No	No	No	No	7	No	No	SMS	No	No	Vibration; Polyphonic(32) ringtones, composer	78 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w205.gif	No	No	No	&nbsp;	1 MB	No	No	No	W205	128 x 128 pixels	low_end
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	105 x 45 x 16.2 mm, 69 cc (4.13 x 1.77 x 0.64 in)	90	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	400	No	Yes, MIDP 2.0	TFT, 256K colors	32-bit Freescale MXC275-30	Mini-SIM	Yes, v2.0, miniUSB	Discontinued	Motorola	No	No	2007, January	Yes, QCIF	No	No	No	microSD, up to 1 GB	Class 12	7	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera 8.5)	Vibration; Downloadable polyphonic, MP3, AAC ringtones	105 g (3.70 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-rizr_z6.gif	2 MP, 1600x1200 pixels, LED flash	No	Yes, v2.0 with A2DP	Black	64 MB	No	No	Linux / Java-based MOTOMAGX	ROKR Z6	240 x 320 pixels, 2.1 inches, 31 x 42 mm (~190 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	111 x 51.5 x 14.5 mm (4.37 x 2.03 x 0.57 in)	140	GSM 900 / 1800 / 1900 	No	No	No	No	235	No	Yes, MIDP 2.0	TFT resistive touchscreen, 256K colors	32-bit Intel XScale PXA270 312 MHz	Mini-SIM	Yes, v2.0	Discontinued	Motorola	No	No	2006, December	Yes, CIF	No	No	No	SD, up to 2 GB	Class 10, 236.8 kbps	7	No	Yes	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML	Vibration; Downloadable polyphonic, MP3, AAC ringtones	121 g (4.27 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-rokr_e6.gif	2 MP, 1600x1200 pixels	No	Yes, v2.0 with A2DP	Black	8 MB	FM radio	No	Linux	ROKR E6	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	113 x 49 x 11.5 mm, 59 cc (4.45 x 1.93 x 0.45 in)	100	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2006, October	Yes	No	No	No	microSD	Class 10, 236.8 kbps	6	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	96 g (3.39 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-l7e.gif	1.3 MP, 1280 x 1024 pixels	No	Yes, v2.0 with A2DP	Blue	20 MB	No	No	No	SLVR L7e	176 x 220 pixels, 9 lines, 1.9 inches, 30 x 37 mm (~148 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	104 x 53 x 15 mm (4.09 x 2.09 x 0.59 in)	140	GSM 900 / 1800 / 1900 	No	No	No	No	375	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v2.0	Discontinued	Motorola	No	No	2006, July	Yes	No	No	VGA videocall camera	microSD, up to 2 GB	Class 10, 236.8 kbps	3	No	No	SMS, EMS, MMS, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera 8)	Vibration; Downloadable polyphonic, MP3 ringtones	105 g (3.70 oz)	HSDPA 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-razr_maxx.gif	2 MP, 1600x1200 pixels, LED flash	HSDPA 2100 	Yes, v2.0 with A2DP	Black	50 MB	No	No	No	RAZR maxx V6	240 x 320 pixels, 2.2 inches, 33 x 45 mm (~182 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	103 x 53 x 15 mm, 80 cc (4.06 x 2.09 x 0.59 in)	160	GSM 900 / 1800 / 1900 	No	No	No	No	290	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2006, July	Yes	No	No	VGA videocall camera	microSD	Class 10, 236.8 kbps	3	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera)	Vibration; Downloadable polyphonic, MP3 ringtones	107 g (3.77 oz)	HSDPA 3.6 Mbps	http://cdn2.gsmarena.com/vv/thumb/motorola-v3xx.gif	1.3 MP, 1280 x 1024 pixels	HSDPA 850 / 1900 	Yes, v2.0 with A2DP	Black	50 MB	No	No	No	RAZR V3xx	240 x 320 pixels, 2.2 inches, 33 x 45 mm (~182 ppi pixel density)	mid_range
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	106 x 46 x 16 mm (4.17 x 1.81 x 0.63 in)	100	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	350	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v1.1	Discontinued	Motorola	No	No	2006, July	Yes	No	No	No	microSD, up to 2 GB	Yes	6	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	115 g (4.06 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-rizr.gif	2 MP, 1600x1200 pixels, LED flash	No	Yes, v2.0 with A2DP	Red, Blue, Black	16 MB	No	No	No	RIZR Z3	176 x 220 pixels, 1.9 inches, 30 x 37 mm (~148 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	103 x 42 x 16 mm (4.06 x 1.65 x 0.63 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	300	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes	Discontinued	Motorola	No	No	2006, July	Yes, CIF	No	No	No	microSD	Class 12	6	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	102 g (3.60 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-krzrk1.gif	2 MP, 1600x1200 pixels	No	Yes,v1.2 with A2DP	Cosmic Blue, Silver Sail	20 MB	No	No	No	KRZR K1	176 x 220 pixels, 1.9 inches, 30 x 37 mm (~148 ppi pixel density)	mid_range
Yes	No	No	108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)	50	GSM 900 / 1800 	No	No	No	No	310	No	No	TFT, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2007	No	No	No	No	No	No	7	No	No	SMS	No	No	Vibration; Polyphonic(64) ringtones, composer	78 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w209.gif	No	No	No	Red, Silver	No	FM radio	No	No	W209	128 x 128 pixels, 1.6 inches, 28 x 28 mm (~113 ppi pixel density)	low_end
Yes	Class 8 (4+1 slots), 32 - 40 kbps	No	99 x 45 x 18.6 mm, 73 cc (3.90 x 1.77 x 0.73 in)	70	GSM 900 / 1800 / 1900 	No	No	No	No	250	No	No	TFT, 65K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2006, June	No	No	No	No	No	No	7	No	No	SMS, EMS, MMS	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones, composer	88 g (3.10 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w375.gif	VGA, 640x480 pixels	No	No	Cannon Gray, Lustrous Silver, Mandarin Orange.	1.5 MB	FM radio	No	No	W375	128 x 160 pixels, 1.8 inches, 28 x 35 mm (~114 ppi pixel density)	low_end
Yes	No	No	108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)	40	GSM 900 / 1800 	No	No	No	No	300	No	No	TFT, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2006, June	No	No	No	No	No	No	7	No	No	SMS	No	No	Vibration; Polyphonic(64) ringtones, composer	78 g (2.75 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w208.gif	No	No	No	Red, Silver	No	FM radio	No	No	W208	128 x 128 pixels, 1.6 inches, 28 x 28 mm (~113 ppi pixel density)	low_end
No	No	No	114 x 47 x 9 mm, 48 cc (4.49 x 1.85 x 0.35 in)	40	GSM 900 / 1800 	No	No	No	No	300	No	No	Alphanumeric	No	Mini-SIM	No	Discontinued	Motorola	No	No	2006, June	No	No	No	No	No	No	4	No	No	SMS	No	No	Vibration; Polyphonic(8) ringtones	70 g (2.47 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-f3.gif	No	No	No	Black, Blue, Red	No	No	No	No	MOTOFONE F3	2 x 6 chars, 2.2 inches, 34 x 43 mm	low_end
No	Class 8 (4+1 slots), 32 - 40 kbps	No	95 x 46 x 16.7 mm, 74 cc (3.74 x 1.81 x 0.66 in)	50	GSM 900 / 1800 	No	No	No	No	290	No	No	CSTN, 65K colors	No	Mini-SIM	No	Discontinued	Motorola	No	No	2006, February	No	No	No	No	No	No	8	No	No	SMS, EMS, MMS	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3-like ringtones, composer	93 g (3.28 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-w220.gif	No	No	No	&nbsp;	500 KB	FM radio	No	No	W220	128 x 128 pixels, 1.6 inches, 28 x 28 mm (~113 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	91 x 47 x 23 mm (3.58 x 1.85 x 0.91 in)	60	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	400	No	Yes, MIDP 2.0	CSTN, 65K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2006, February	No	No	No	No	No	No	8	No	No	SMS, MMS, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones	100 g (3.53 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-v195.gif	No	No	Yes	&nbsp;	5 MB	No	No	No	V195	128 x 160 pixels	low_end
Yes	Yes	No	91.5 x 44.5 x 23.8 mm, 79 cc (3.60 x 1.75 x 0.94 in)	60	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	500	No	Yes, MIDP 2.0	CSTN, 65K colors	No	Mini-SIM	Yes	Discontinued	Motorola	No	No	2006, February	No	No	No	No	No	No	7	No	No	SMS, EMS, MMS	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic ringtones	98 g (3.46 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-v191.gif	No	No	No	Silver, Blue	10 MB	No	No	No	V191	128 x 160 pixels	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	106 x 49.5 x 18 mm, 80.5 cc (4.17 x 1.95 x 0.71 in)	130	GSM 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.0	TFT, 256K colors	32-bit Intel XScale PXA270 312 MHz	Mini-SIM	Yes, v2.0, miniUSB	Discontinued	Motorola	No	No	2006, January	Yes	No	No	No	SD, up to 2 GB	Class 6, 177.6 kbps	4	No	Yes	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera 8)	Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-rokr_e2.gif	1.3 MP, 1280 x 1024 pixels, LED flash	No	Yes, v2.0 with A2DP	Silver, Black	10 MB	FM radio	No	Linux	ROKR E2	240 x 320 pixels, 2.0 inches, 30 x 40 mm (~200 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	98 x 53 x 13.9 mm, 65 cc (3.86 x 2.09 x 0.55 in)	100	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2005, November	Yes	No	No	No	microSD , up to 512 MB	No	3	No	No	SMS, EMS, MMS, Email,  Instant Messaging	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3 ringtones, composer	100 g (3.53 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-v3i.gif	1.23 MP, 1280 x 960 pixels	No	Yes, v1.2	Silver Quartz	10 MB	No	No	No	RAZR V3i	176 x 220 pixels, 9 lines, 2.2 inches, 35 x 44 mm (~128 ppi pixel density)	mid_range
Yes, with stereo speakers (22 Khz with vibration)	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	108 x 46 x 20.5 mm, 89 cc (4.25 x 1.81 x 0.81 in)	100	GSM 900 / 1800 / 1900 	No	No	No	No	230	No	Yes, MIDP 2.0	TFT, 256K colors	No	Mini-SIM	Yes, v1.1	Discontinued	Motorola	No	No	2005, September	Yes, QCIF	No	No	No	microSD, up to 512 MB	No	No	No	No	SMS, EMS, MMS, EMail	No	WAP 2.0/xHTML	Vibration; Downloadable polyphonic, MP3, AAC ringtones	107 g (3.77 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-rokr_e1.gif	VGA, 640x480 pixels	No	Yes, v1.2	Pearl Star White	11 MB	No	No	No	ROKR E1	176 x 220 pixels, 8 lines, 1.9 inches, 30 x 37 mm (~148 ppi pixel density)	mid_range
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	Wi-Fi 802.11b/g, UMA technology	93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)	No	GSM 900 / 1800 / 1900 	No	No	No	No	250	No	Yes, MIDP 2.0	TFT, 256K colors	Intel XScale	Mini-SIM	Yes	Discontinued	Motorola	No	No	2005, July	Yes	No	No	No	microSD	No	4	No	No	SMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML	Vibration; Polyphonic ringtones	127 g (4.48 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-a910.gif	1.3 MP, 1280x960 pixels, LED flash	No	Yes,v 2.0 with A2DP	&nbsp;	10 MB	No	No	Linux, JUIX UI	A910	240 x 320 pixels
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	No	95.7 x 51.7 x 21.5 mm (3.77 x 2.04 x 0.85 in)	160	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	200	No	Yes, MIDP 2.0	TFT resistive touchscreen, 256K colors	Intel XScale 312MHz	Mini-SIM	Yes, miniUSB	Discontinued	Motorola	No	No	2005, December	Yes, QCIF	No	No	No	microSD	No	4	No	No	SMS, EMS, MMS, Email, Instant Messaging	No	WAP 2.0/xHTML, HTML (Opera)	Vibration; Downloadable polyphonic, MP3 ringtones	122 g (4.30 oz)	No	http://cdn2.gsmarena.com/vv/thumb/motorola-a1200.gif	2 MP, 1600x1200 pixels	No	Yes, v2.0 with A2DP	Black, Red, Silver	No	Stereo FM radio	No	Linux	A1200	240 x 320 pixels, 2.4 inches, 36 x 48 mm (~167 ppi pixel density)	mid_range
